DocumentId,Title,BodyText,ProposerCharacterId,DocumentType,FactionLogoName,DisasterId,DisasterStageId,TaskId,TaskStageId,IsRepeatable,Remark,OptionA_Text,OptionB_Text,OptionA_MoneyChange,OptionB_MoneyChange,OptionA_MaterialChange,OptionB_MaterialChange,OptionA_FoodChange,OptionB_FoodChange,OptionA_NobleSuspicionChange,OptionB_NobleSuspicionChange,OptionA_AcademySuspicionChange,OptionB_AcademySuspicionChange,OptionA_ChurchSuspicionChange,OptionB_ChurchSuspicionChange,OptionA_CivilianSuspicionChange,OptionB_CivilianSuspicionChange,OptionA_TaskScoreChange,OptionB_TaskScoreChange,OptionA_RequiredItemId,OptionB_RequiredItemId,OptionA_RequiredItemCount,OptionB_RequiredItemCount,OptionA_ConsumeItem,OptionB_ConsumeItem,OptionA_AddItemId,OptionB_AddItemId,OptionA_AddItemCount,OptionB_AddItemCount,OptionA_NextDocumentId,OptionB_NextDocumentId,OptionA_NextDocumentDelayRound,OptionB_NextDocumentDelayRound,OptionA_UnlockBuildingId,OptionB_UnlockBuildingId,OptionA_ResultText,OptionB_ResultText,OptionA_ProposerFeedbackText,OptionB_ProposerFeedbackText,OptionA_FeedbackFactionId,OptionB_FeedbackFactionId,OptionA_FactionFeedbackText,OptionB_FactionFeedbackText
D0046,火灾隐患,下城区又出现了一场火灾，虽然那些泥腿子怎么样不重要，但我们还是重新考虑了一下现在的消防体系。为了保证不会有意外的火灾出现，往上城区再多播点消防款如何？,C0026,Task,贵族,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,同意,拒绝,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,这下不用担心我的庭院失火了。,那我们的财务和人生安全谁来保护。,F0001,F0001,不是，起火的是我们啊！,你们的保护已经够多了。
D0047,偷税漏税,有些上城区的贵族严重偷报了税款，而且已经持续很长时间了。我们需要调度大量会计立刻调查，不然等他们处理好账本只会让留下烂账。,C0028,Task,王室,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,同意,拒绝,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,根据统计需要补交的税款如下……,我的大人，那些人吞的钱也有您的工资。,F0004,F0004,天呐，这些都是我的钱！,不可能，绝对不可能。
D0048,死亡威胁,一些下城区的牧师近些天收到了来历不明的死亡威胁，这可不是什么令人高兴的消息不是么？为了这些传颂神恩的使者不必受恶徒的危害，我希望批准护教军入场。,C0015,Task,教会,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,同意,拒绝,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,D0050,D0051,2,2,,,,,那些人必定会受到应有的惩戒。,只能希望神护佑他们了。,F0003,F0003,一定不能放过那些暴徒。,接下来将是一段担惊受怕的日子……
D0049,扩充禁卫军,最近是多事之秋，王室需要更多护卫保证安全，禁卫军也需要扩充。当然，也会给您多配几个卫兵的。,C0028,Task,王室,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,那就扩充,现在的够了,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,好的，我去安排人员进行选拔。,要不给我们也安排点？,F0004,F0004,我会加强对您的护卫的，至于王室……,王？祝他长寿。
D0050,愚蠢小贼,之前那个散播死亡威胁的家伙抓到了，是一个想吓跑我们的牧师然后去偷礼拜堂里存粮的家伙，在把他送去监狱之前，我能不能先把他吊个半天以示惩戒。,C0016,Task,教会,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,别弄死了,尊重点法律,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,我会找个阴凉地方让他吊着舒服点的。,那就直接让他去监狱里反省吧。,F0001,F0001,牧师跑了以后谁还发吃的？,所以明天还有面包吗。
D0051,感化小贼,下城区一个小贼偷偷溜进了一个礼拜堂偷粮食，被发现了我们的牧师以为是饿的受不了的平民，就给了他吃的和喝的，结果感动的自首了，现在想在蹲监狱前加入教会。,C0016,Task,教会,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,让他加入,让他坐牢,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,那牢狱之灾就免了，罚他去社区劳动吧。,那就让他先去监狱里反省吧。,F0001,F0001,今天礼拜堂附近的街道干净了点啊。,有个家伙喊着出狱后要去教会改过自新……
D0052,榜样,我们有一位教士在下城区中很受欢迎，如果您能帮我们宣传一下那位教士的善举，想必会给很多人竖立一个正确的榜样的。,C0016,Task,教会,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,同意,拒绝,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,人们需要一个方向，我们就给他们一个。,可惜，这是为人们寻找到信仰的好机会。,F0003,F0003,赞颂那些在迷途之时指引你们的引路者吧。,希望那些迷茫的人们可以找到自己的方向。
D0053,强化手术,王国的士兵们可以接受学院的强化手术来增强战斗力，手术后可能会有一些精神失常的症状，不过绝对瑕不掩瑜。,C0011,Task,学院,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,批准改造,安全为重,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,您会看到机械的力量在人身上绽放的。,您的士兵已经落伍了，请不要忽视这一点。,F0002,F0002,所谓“术后精神病”只是谣言，请切莫相信。,我们正在加紧研发新一代义体以更好地进行适配。
D0054,工坊爆炸,学院那些工坊在搞什么！他们研究的炸药差点把大半个仓库都炸平！这种危险的实验不能在下城区做，他们必须滚蛋，立刻！,C0001,Task,黑帮,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,同意,拒绝,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,让他们去荒野上捣鼓吧，这样炸也只能炸死自己。,指不定什么时候我们还得再被炸一次？,F0002,F0002,只是一次意外事故，完全没必要如此兴师动众。,只是一次意外事故，不会再有第二次的。
D0055,苛捐杂税,现在商会要缴纳给那些贵族的孝敬实在是太多了，我们这些干小本生意的都要喘不过气来了。如果您能给我们减减负，那可真是帮大忙了。,C0005,Task,贵族,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,同意,拒绝,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,您的话会很有用的，这是一点小小心意。,这真是个令人遗憾的消息……,F0004,F0004,最近进口袋的钱怎么变少了？,那些贱民还有钱做生意就已经不错了。
D0056,焚香仪式,教会想要举办一场集体焚香仪式来净化下城区的污浊之气，我们相信这有利于大家的身心健康。,C0017,Task,教会,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,同意,拒绝,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,届时会有数千人来此沐浴祷告的。,明明我们已经准备好了一切……,F0004,F0004,这股低劣熏香的怪味真是让人受不了。,那些熏香可不会驱散你们身上的穷酸气。
D0057,异端造物,学院正在研究的某个机械遗物拥有极强的攻击性的同时还有着近乎人的智能，甚至打算复辟前文明，这个异端造物就是彻头彻尾的危险因素，我们必须将其销毁。,C0016,Task,教会,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,同意,拒绝,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,绝不能允许亵渎之物存在于世。,这风险也太大了。,F0002,F0002,这是孤本，珍贵的孤本！,我们会好好研究这种智能的来源的。
D0058,下水道疏通,连续几天都在下暴雨，下水道快要承载不住了，我们得提前做一下疏通。不然水管堵了，大水漫灌会很麻烦的，但雇人需要一些经费。,C0004,Task,工会,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,雇人,自己想办法,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,这就安排人先处理低洼地区。,那我只能去让人用木桶舀了。,F0001,F0001,至少不用在泥水里跋涉了。,不干点什么吗？这段时间简直是天漏了……！
D0059,贵族失窃,我家里遭贼了！一定是工坊的人看上了我收藏的古代遗物，必须把小偷找出来！,C0026,Task,贵族,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,仔细调查,敷衍了事,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,啊哈！我就知道是你们干的！,你们就是这么应对犯罪的吗？,F0002,F0002,工坊自发行为，请勿上升学院。,学院旗下的工坊绝无可能做出盗窃之举。
D0060,卫兵恐吓,一些贵族并未将王室与政令放在眼里，特别是后者，也许卫兵的一次登门造访应该能暂时吓住他们。,C0028,Task,王室,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,同意,拒绝,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,在王都内，你们只算是一个……臣民。,还想吓吓他们来着……,F0004,F0004,卫兵？！卫兵为何！？,？
D0061,火药制品,我夜观天相，发现下城区的一块有轰然毁灭的趋势，过去一看学院把一堆过期火药全堆在那边了，不少还受潮了！赶紧让学院把它们分散储存或者销毁了！,C0014,Task,学院,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,同意,拒绝,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,好，现在没问题了。,坏，我提醒过……我刚刚提醒过了吗？,F0002,F0002,你只是动动嘴，仓管费谁来负责啊。,我们的消防系统很完善，绝对不可能爆炸。
D0062,替换义体,我经过科学且严格的对比，得出的结论是把工人的四肢都替换成义体虽然贵点，但可以提高很多效率，请下令推广改造吧。,C0011,Task,学院,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,立刻推广,绝不可能,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,工厂的效率可以再上一层楼了。,就为了那些不耐用的肉胳膊肉腿？,F0003,F0003,你这是纯粹把工人视作耗材。,工人退休之后是不是还要回收那些义体然后把他们丢出去。
D0063,解释教义,那些神棍们天天给下城区的泥腿子灌迷魂汤，不少人真的觉得人人应该平等了。我们得让贵族也有解释教义的权力，不能让那帮神棍说啥是啥。,C0025,Task,贵族,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,同意,拒绝,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,一天天听念叨，聪明人也会变傻。,我们也要由着那帮神棍胡来？,F0003,F0003,胡乱解释神的旨意只会让人误入歧途。,这是在向大众传播恩典。
D0064,培养冒险者小队,老大，我们也应该加强培养自己的冒险者小队了，塑造一定总公会的威信的同时也稍微赚点钱。,C0004,Task,工会,DI0001,,,,,补资源提交需求：用于公文物品面板弹出测试。,同意,拒绝,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,终于不用我一个人担着整个总工会的战力责任了。,我也想要假期……,F0001,F0001,不是，连你们都要和我们抢活干吗？,别想着和我们抢活啊！
D0065,飞艇运输,学院研发的试验性飞艇的运载能力已经很可观了，最重要的是它们不会被土匪打劫！用飞空艇能免去一大笔安保经费，但是短期内的购置费……您能不能帮忙出一点？,C0005,Task,工会,DI0001,,,,,,别出事了,听起来就不靠谱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,D0066,,0,0,,,,,我保证不会出现问题的……保证……,这个理论上应该是可行的……,F0002,F0002,炼金气体的安全性还有待进一步测验。,我们会先进行一些试运行再推行商用。
D0066,引擎输出,阁下，那个，飞艇在路上的时候因为有人在飞艇里吸烟，所以整个……砸下来了，货仓保住了但残骸砸在了郊外的田地里，能不能拨一笔赔款……？,C0005,Task,工会,DI0001,,,,,,我就知道！,没钱，滚,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,感谢您，我会处理好后续的。,那我稍微自己想点办法……,F0001,F0001,先把这对堆火的破烂给我移开啊！,什么叫做用折扣券做赔偿？
D0067,新建花园,我觉得现在我在郊外的花园有些窄小了，正好一些平民还住在老旧的房屋中。我们会负责拆迁费的问题，还请您批准推平那些破房子腾出空间。,C0026,Task,贵族,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,支票已经开好了，随时可以去兑现。,还嫌不够？他们有些太贪心了。,F0001,F0001,搞什么，这些拆迁款还不够我们吃一个月的饱饭……！,不是，真不拆了啊？
D0068,探索运动,老大，很多工会联合组织了一场规模空前的遗迹探索运动，准备再往深处推一节，就等您批准了。,C0004,Task,工会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,D0068,,0,0,,,,,这次必定会有不少收获的。,哎？不可以吗？,F0001,F0001,一定要挖点好东西回来啊。,散了散了，没啥好看的。
D0069,堕落者成群,深入遗迹内之后，发现有一块区域堕落者已经成群了，我们可以发动冒险者进行大规模扑杀，直接扑灭这个威胁。,C0004,Task,工会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,全体出动，解决那些怪物！,您在担心伤亡？那我再去完善一下计划。,F0001,F0001,那些残骸可以再卖给学院和教会。,别让那些家伙跑出来了。
D0070,密谋,我们得到了可靠情报，宫内有人密谋刺杀王，人就在上城区，我们必须揪出这只老鼠，不择手段，请立刻允许进行大规模的肃清行动。,,Task,贵族,DI0001,,,,,,立刻行动,先再调查一下,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,虽然不太愿意承认，但这可能会是一波大清洗。,不要打草惊蛇么？我明白了。,F0004,F0004,这是诬陷！,发生什么事了？
D0071,人体实验,我最新的实验药剂缺一些动物样本，大概是体长一米七，体重七十公斤上下的灵长类动物，您能不能允许我找一批来，当然，不会有害的，而且会给足试验费的。,C0012,Task,工坊,DI0001,,,,,,允许,这不是人吗，滚,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,感谢您的准许，我现在就去。,行，那我自己去找找。,F0001,F0001,你听说了吗？有些人进了那屋子后就再没回来了。,学院的那些疯子又在搞什么鬼？
D0072,清理堵塞,我们打算使用一颗大型炸弹炸开遗迹里堵塞的通道，不过这可能会引发连锁反应导致另外一块区域不稳或者损坏一些遗物。,C0004,Task,工会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,D0073,D0073,0,0,,,,,了解，立刻安排，准备起爆！,我只能推迟一下引爆时间，但这事肯定是要办的。,F0002,F0002,准备派遣人手检查通道稳固性。,所有单位注意，一定要在预定起爆日前尽快保护遗物。
D0073,被波及的冒险者,一伙冒险者为了在爆炸之前找到遗物偷走然后归于爆炸损耗，私自前往了预定爆炸区域结果被炸伤了，现在堵在工会门口索赔，要理会他们吗？,C0004,Task,工会,DI0001,,,,,,安抚一下,这是讹诈！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,希望不会有其他人学他们。,我这就想办法让他们闭嘴。,F0001,F0001,别管为什么，就问你是不是应该负责！,夭寿啦，冒险者被炸伤工会还要堵嘴啊！
D0074,圣水,教区制造圣水耗费了那么多珍贵的纯水，大概给他们工业废水也没差，反正他们的信仰能净化那些杂质对吧。,C0012,Task,工坊,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,哈哈，您真同意啦？,哦，本来也就是个玩笑。,F0003,F0003,这是侮辱！这些圣水是要给平民做治愈仪式的！,别拿这种事情做玩乐的由头。
D0075,精神失常,过多的义体植入可能会造成精神失常，已经有不少病例了，但是为了城市正常运转，这件事需要被压下去免得引起恐慌。,C0011,Task,学院,DI0001,,,,,,压制传言,公开真相,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,我们会很快找到解决措施的。,我们要的只是一些找寻解决办法的时间。,F0002,F0002,最近又出了个精神病，这世道怎么了？,学院出产的义体！必须给我们一个解释！
D0076,国葬,我们一位令人尊敬的牧师长于工位上寿终正寝了，作为城内最富盛名的传教士，他直到死前的最后一刻还在试图推动下城区孤儿福利的落实，我认为他值得以国葬的礼节入土。,C0015,Task,教会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,D0092,D0092,0,0,,,,,愿他的魂灵到主身边……,无妨，那让他安静的睡去吧。,F0004,F0004,一个连爵位都没有的家伙怎么配用这种规格的葬礼。,整天和泥腿子混一起的家伙，有什么好纪念的。
D0077,增税,最近各类繁杂事务导致上城区的花销猛增了啊，为了各项事务都有充足的资金，或许是时候增收税款了。,C0026,Task,贵族,DI0001,,,,,,立刻增税,暂不增税,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,D0078,,0,0,,,,,为国家做贡献，这是那些平民该承担的义务。,看来您有信心面对财政赤字，这是好事。,F0001,F0001,还要增税？日子真过不下去了......,幸好幸好。
D0078,减税,老大，现在冒险者上交遗物之后的佣金光是遗迹税都要按30%的市场价进行交税，百分之三十！更不要说还有道路使用费、人头税，这个税率太离谱了，您必须往下调整一些。,C0004,Task,工会,DI0001,,,,,,立刻减税,暂不减税,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,终于不用担心冒险者联合罢工了。,……好吧，知道了老大。,F0001,F0001,那当初涨这个税干什么！,累死累活赌上性命，工资三分之一都要拿不到了。
D0079,吸特乐,下城区现在掀起了一种吸食草药灰的风潮，管这种行为叫什么“吸特乐”，说这能增强精力。但怎么看怎么不对劲，需要取缔掉吗？,C0004,Task,工会,DI0001,,,,,,立刻让他们停下！,随他们去,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,我明白了，我现在就去执行。,好的，也不是什么大事。,F0001,F0001,别呀，平常就这么点消遣了。,今晚继续嗨，接着奏乐接着舞！
D0080,雇用移民,那些外来移民为了一口饭吃还是挺努力的，劳力成本比其他工人低多了，我在想商会的搬运工什么的也可以用这些移民来充当，多省钱啊。,C0005,Task,工会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,D0081,,0,0,,,,,这是一批好用的人力。,好吧，他们能找到其他岗位的。,F0001,F0001,那些移民要把我们的工作全都抢走了！,我们不应该让这些移民继续进来了。
D0081,治安问题,外面来的那些移民越来越多了，先不说随地大小便这种事情了，他们对下城区的居民毫无尊重，治安都差了，我希望可以允许对这些移民来一击重拳。,C0004,Task,工会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,收到，老大，我会让他们安分的。,为了王都形象只能克制了吗。,F0001,F0001,吼吼，现在谁才是老大嗷？,我一回家，移民躺在我的床上，旁边是我老婆！
D0082,非法药物,下城区的黑帮一直在贩卖各种奇奇怪怪的药物，我觉得最好还是派些人过来看看，不然那些家伙要把下城区掀了。,C0004,Task,工会,DI0001,,,,,,立刻派人,没关系的,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,最好治治那些人什么都敢卖的嚣张劲。,那些家伙真的为了赚钱什么都敢干。,F0001,F0001,他们不卖药了，我们吃什么？,至少有药吃，算好事吧。
D0083,通货膨胀,现在一些贵族为了省钱，工资都给一种代金券，这东西搞得通货膨胀太厉害了！上个月发挣一张券现在就只能当半张用，求您说说理，让搞钱那帮人别再胡乱印了。,C0001,Task,黑帮,DI0001,,,,,,立刻禁止,我管不了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,请快点采取行动，拜托了！,再这么下去，一个面包很快就要变成五十万了。,F0004,F0004,少印？那不就只能发真金白银了吗！,国家的经济岂是这么个小人物能指指点点的？
D0084,燃料短缺,学院为了研究魔导功能器，耗费了太多能源，导致燃料有些不够了，希望可以从上城区调度一些，反正上城区的能源都被用在照顾温室里的花。,C0010,Task,学院,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,了解，我们可以继续研究了。,那只能把工坊的调温系统暂时关了，让他们开窗散热吧。,F0004,F0004,让学院关掉几个工坊也可以解决这个问题！,这不是有解决办法吗，这些花可比你们的学徒贵多了。
D0085,抚恤金,老大，我认为有必要提高冒险者的抚恤金，否则这行的人会越来越少的。,C0004,Task,工会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,太好了，我这就去告诉大家这个消息。,这……我明白了。,F0004,F0004,这些钱原本应该是我们的，这是抢钱！,连抚恤金都只有这么点，玩什么命啊。
D0086,保护费,下城区的黑帮正在朝着民众勒索保护费，但也在维持那里的秩序，说实话，也许我们应该管管了。,C0004,Task,工会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,是时候让黑帮收敛点了。,他们至少真的在维稳。,F0001,F0001,也是，毕竟他们也有些作用。,现在交完税，还得交保护费。
D0087,无业者,现在城里的失业问题有些严重了不是么？不过换个想法，我们可以用比平常更低的成本调遣他们，比如……去维护水坝怎么样？,C0025,Task,贵族,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,人们有了工作，还能帮助农业发展，一举两得。,真可惜，以后再想要建水坝就要贵很多了。,F0001,F0001,虽然累了点，但是能吃上饭就行。,趁人之危的剥削算什么本事。
D0088,工坊泄露,有个，嗯，不太令人愉快的消息：我们的一个工坊发生了泄露，有毒气团似乎还在往下城区飘。现在疏散民众还来得及，不过我觉得把事情压下去也可以吧？,C0012,Task,工坊,DI0001,,,,,,疏散群众,压制消息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,好吧，既然这是您的决定。,我们尽量不把事情闹大，感谢您的支持。,F0001,F0001,学院又在干什么，毒气泄露？跑啊！,空气中为什么一股臭鸡蛋味？
D0089,集体中毒,最近下城区里不知道为什么突然集体出现了中毒情况，解毒的药剂完全不够了，能不能拨点款去采购一批？,C0001,Task,黑帮,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,呼，这样子可以救回来不少人。,那已有的药剂兑点水应该也够。,F0001,F0001,所以到底发生了什么事情啊！,咕，为什么有矮人在天花板上？
D0090,暴露了,又是一个不太好的消息，因为中毒的人太多，院长派人来调查了，结果查到我身上了，求您给一点支持，让我好……用真心去说服调查员？,C0012,Task,工坊,DI0001,,,,,,给予支持,与我无关,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,太好了，我们都会相安无事的。,不……这对你我都不太好。,F0002,F0002,经过严格调查，下城区的中毒事件疑为教会所致……,经过严格调查，下城区的中毒事件疑为上城区决策失误所致……
D0091,工作时间,现在的工人们太怠懒了，最好在延长工作时间，不然一天的生产量根本不达标。,C0012,Task,工坊,DI0001,,,,,,延长工时,维持现状,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,这样应该能保持每日指标的达成。,令人失望，那些工人最好能在指定时间内完成好自己的工作。,F0001,F0001,还来？！,我们已经尽力了......
D0092,教育补助金,我们应该为孩子们提供教育补助金，每个孩子都有受到教育的权利，教会可以多开设一些学校进行支持。,C0016,Task,教会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,D0093,,0,0,,,,,有更多孩童可以沐浴在主的光辉之下了。,这对于那些渴望受教育的孩子们不公平。,F0001,F0001,号外，号外，新的教会学校将在不日后开办。,由于不可抗力，原定的学校建设计划已取消。
D0093,童工,您支持教育的决心我能理解，但现在很多家庭都在闹，说你们剥夺了孩子赚钱养家的权利，也许您可以同意他们进行勤工俭学。,C0012,Task,工坊,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,这些孩子也是宝贵的劳动力。,这对那些家庭的打击是巨大的。,F0003,F0003,如果你们发一个父亲可以赚够养活全家的钱就不用童工了！,你应该思考一下为什么孩子需要赚钱养家。
D0094,托管所,我们应该建立更多的托管所，这样父母们工作的时候就不会为了孩子而三心二意了。,C0010,Task,学院,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,这对于提高生产效率是一大好事。,托儿所会照顾好你们的孩子，请专注于自己的工作。,F0002,F0002,这不是个好决定。,照顾幼儿不能成为早退的理由。
D0095,尸油,我最近终于成功利用一个榨油遗物炼制出来了廉价尸油——虽然不稳定，但好歹是一个廉价能源供应，要不要在下城区推广一下，还能赚点钱。,C0001,Task,黑帮,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,很好，能源来源更多了。,下城区需要利用一切资源，不过这次就算了。,F0001,F0001,我家姥姥还没完全断气就被拉去炼油了。,我祖辈突然托梦说逃过一劫。
D0096,墓园,教会想要规划一片新陵园来让有功绩的逝者安息，不知王室能否出售一块靠近上城区的土地给我们，那边的地势很好。,C0016,Task,教会,DI0001,,,,,,同意,拒绝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,任何为神尽忠的人都该有安息的地方。,好吧，我会规划在偏远的郊区的。,F0004,F0004,你把宝贵的空地卖了就为了埋平民的尸体？,那块宝贵的空地我可是准备拿来开花园的，别打主意！
D0097,堆肥,下城区的田产量下滑了，肯定是肥料不足导致的。学院那帮家伙如果不肯出给我们便宜的优质肥料，就别怪我们在学院旁边堆肥了。,C0001,Task,黑帮,DI0001,,,,,,去做吧,给我停下,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,,,,我会保证很快能恢复产量的。,那倒是让学院给点什么啊。,F0002,F0002,把那些大粪拿开，我会提供肥料的！,别像个讨口子的，学院不做慈善。
